time,primary_key,primary_value,repeated_field,random_nonsense,long_payload
2021-01-01 15:39:25.509474,0xa67f,930052,same silly value,3f5b743e-3d56-4f8a-9995-64bba655e377,Splunk> Map. Reduce. Recycle. 
2021-01-01 16:27:20.240513,0xab3c,530861,same silly value,ed79225d-3fc5-487d-bd33-81b607e02807,splunk> The mars rover of the IT landfill. 
2021-01-01 17:25:56.066284,0x69a5,905288,same silly value,b5095307-27d0-472a-af65-671b18c2d1cc,splunk> Chasing tail since 2003 
2021-01-02 01:50:30.594301,0x771b,668625,same silly value,6fea17cf-438b-4816-96e2-184f25a4f906,Splunk> $bin/splunk help
2021-01-02 01:59:07.283493,0xfc8d,618680,same silly value,0fb7dd1d-1a8f-4dbd-9f87-a0e5dba71d2c,Splunk> datamodels > dating models
2021-01-02 02:33:23.521267,0x83b8,348406,same silly value,0f26f424-5b21-4483-abe4-e552aa38f06a,Splunk> Looking for trouble
2021-01-02 02:53:59.008521,0x30cb,78973,same silly value,b647b9ea-8c01-495e-9e27-b484757c9713,Splunk> Let my people know.
2021-01-02 05:00:41.178542,0xf0a8,568852,same silly value,e984c958-ca3e-479d-8dd2-088ea81f25e6,splunk> These are the droids you are looking for 
2021-01-02 05:55:28.095466,0x61e0,568387,same silly value,16a5ab14-1c84-4352-b5ea-7b1e7e57b68e,splunk> this way: Run-D.M.C. 
2021-01-02 06:05:04.551600,0xa0b7,641546,same silly value,0225923e-8a98-431b-97b3-6ab007889db2,Splunk> I like big data and I cannot lie. 
2021-01-02 07:45:39.006525,0xb68d,603781,same silly value,17854f48-8592-4137-b35e-b486d6b35b97,Splunk> I like big data and I cannot lie. 
2021-01-02 08:32:26.464580,0xf22f,788073,same silly value,9f2184c3-58d2-433a-a316-ecdbdd74a64d,splunk> Caught me on the server - Wasn't me. 
2021-01-02 09:20:14.712275,0xc2da,950590,same silly value,66febace-b1df-4356-93ff-68e0cc60f1b5,Splunk> I'm ESXi and I know it
2021-01-02 09:57:47.566380,0x9dca,788866,same silly value,c4bf2b6f-bf03-4d94-b0aa-4896146ec91f,Splunk> I like Big Data and I cannot lie.
2021-01-02 10:42:00.819417,0xbd71,620744,same silly value,238be980-4d59-4129-b46d-ebe49cba13d7,Splunk> I like big data and I cannot lie. 
2021-01-02 12:28:41.257335,0x1445,449380,same silly value,4fa826cd-a295-42bd-8487-a639fce90e2f,Splunk> Can you SPL?
2021-01-02 14:39:24.666433,0xd049,964113,same silly value,4dc83322-d6ae-4228-8c46-9577a3ba7069,Splunk> Ask me everything.
2021-01-02 18:23:55.526355,0x8581,395147,same silly value,e9018a68-aba0-4c90-89d6-ff4d61694a5a,Splunk> Weapon of a Security Warrior.
2021-01-02 18:34:23.198446,0x870,615098,same silly value,f06f89aa-33be-484b-bb54-2eb8f896e395,"Splunk> Finding your faults, just like mom. "
2021-01-02 19:24:29.908556,0xd2ac,561639,same silly value,603994e4-2c2a-4b5f-8263-1069b8216898,"Splunk> see the forest, and the trees "
2021-01-02 19:41:06.505592,0x1ae8,157138,same silly value,1e79349b-802d-41ac-aa43-a4084d00ac0d,"splunk> log, I am your father"
2021-01-02 21:53:45.367547,0xe85e,619135,same silly value,142d29b2-6eec-4b11-a498-88eaf51962f9,Splunk> IoTee.
2021-01-02 22:27:06.507224,0x42ac,912531,same silly value,71f8032b-0049-4ff3-8dd8-e1a3f6e2f311,Splunk> I like big data and I cannot lie. 
2021-01-02 23:39:20.295367,0x90f9,347309,same silly value,e7ab0a9e-c95d-4ce5-b862-49d7c8c06ccb,"splunk> I gotta fever, and the only cure is MOAR LICENSE! "
2021-01-03 00:15:46.385605,0xdc56,567023,same silly value,ec8ccd85-ad3b-413d-bce2-b01e16b94e5a,splunk> Open a can of whooparse 
2021-01-03 00:31:24.608306,0x4a7f,3119,same silly value,e66a4d69-60f6-44d3-95f9-3b179bf301ab,Splunk> A petabyte of data is a terrible thing to waste.
2021-01-03 01:16:41.746568,0x3383,272374,same silly value,831ee4a4-fe3b-400a-ae74-4a87b7fcedcd,Splunk> Let my people know.
2021-01-03 03:08:23.208631,0x90f5,73781,same silly value,be3c48bb-ba22-495e-8a6a-75283a266037,Splunk> Can you SPL?
2021-01-03 03:45:39.906505,0x8992,275048,same silly value,9ca94bd6-19bc-4b89-8287-e813a45f883d,"splunk> Finding your faults, just like mom. "
2021-01-03 11:48:43.989238,0xf1be,178513,same silly value,4e68730e-f381-4b55-a2ea-ebe864abb7e3,Splunk> Winning the War on Error 
2021-01-03 15:18:08.966392,0x4c6,842732,same silly value,e84b6d7d-8c7a-4c38-bc0a-375c87af0b8d,"Splunk> More brain, less surgery"
2021-01-03 15:37:13.072314,0x5385,513792,same silly value,b6e2c6c3-0cf6-4cd1-ad5b-c25ad9c0044d,splunk> \\\. nuff said. 
2021-01-03 17:00:43.856339,0x1eaf,791289,same silly value,f08feca1-6a8a-4093-b08e-2dca1801051b,Splunk> Weapon of a Security Warrior.
2021-01-03 17:16:45.367509,0x5678,210933,same silly value,b42934b4-9927-44b1-bcae-be493c28f130,splunk> The mars rover of the IT landfill. 
2021-01-03 17:57:50.795538,0x1d69,576496,same silly value,cd7fec12-b210-4853-84be-ad6351dfe5f6,Splunk> You bet your sweet SaaS
2021-01-03 18:05:03.898364,0x43e8,2704,same silly value,524f12a9-055d-4195-b715-11116a08abd3,splunk> The mars rover of the IT landfill. 
2021-01-03 19:59:24.951292,0x3608,207481,same silly value,c7d00d42-4490-489c-adf9-5a148409edef,Splunk> Run DMC and make it less tricky.
2021-01-03 23:11:58.750529,0x4f55,129481,same silly value,1191e481-8d05-414f-8246-2ffc48f3327d,splunk> All batbelt. No tights. 
2021-01-04 00:36:35.106372,0x6435,478117,same silly value,4ac82f97-d9b8-4f5c-b4f6-dcfc18416ba6,Splunk> The end of meh-trics
2021-01-04 02:58:27.418483,0xa17d,99435,same silly value,70e05960-fa38-4a80-91e1-5edcb4bbafb0,Splunk> Be an IT superhero. Go home early. 
2021-01-04 04:01:18.581462,0x8b71,205806,same silly value,45e64ae1-dfdd-4f7d-8ef9-86f0bc384187,Splunk> The end of meh-trics
2021-01-04 10:41:45.264310,0xd79d,7925,same silly value,15012a85-129e-47a5-8e4a-3d08df3ad834,Splunk> $bin/splunk help
2021-01-04 11:30:08.274359,0x8089,245928,same silly value,c6e98e97-c56d-422f-a21f-9a8728131c46,"Splunk> Like an F-18, bro. "
2021-01-04 11:35:11.481404,0xea94,260365,same silly value,b3444ae3-5289-4028-b631-5870e23b46f2,"Splunk> See your world, Mabye you wish you hadn'tail"
2021-01-04 12:12:21.903233,0x1649,915491,same silly value,910571a8-c50e-4270-b0f4-8b9cbf819978,splunk> Rhymes with drunk 
2021-01-04 13:52:08.366246,0xf15f,550675,same silly value,7212179c-58b9-48ea-93b8-a1be5175a16f,Splunk> Be an IT superhero. Go home early. 
2021-01-04 14:36:08.205572,0x6a8b,94423,same silly value,1be3797e-a82f-4973-9c6f-e05c397baed0,"Splunk> Find your Achilles' heel, before a Trojan does."
2021-01-04 15:53:32.401297,0x7735,203001,same silly value,b283f034-3311-439a-b8d0-747453d050c7,Splunk> data with destiny 
2021-01-04 17:44:39.759429,0x831a,217177,same silly value,363999c8-33ad-4d82-87e9-2cd2268ea6dd,splunk> The corkscrew for your vintage data. 
2021-01-04 17:56:43.387458,0x3c28,903953,same silly value,01cff76c-c564-4872-a71f-245b6667639a,Splunk> Stop chasing your tail -f
2021-01-04 20:16:03.704318,0xa8de,70903,same silly value,757fa48a-aa8a-47eb-9f82-5fe7788d06c9,Splunk> Australian for grep. 
2021-01-04 21:51:52.813560,0x4ab3,215429,same silly value,c8129f64-3e22-4c71-997f-8fef895c15f4,Splunk> Can you SPL?
2021-01-04 23:55:47.152263,0x6709,615230,same silly value,8cdb42b5-caba-48e0-bd0d-c63e3f804ed7,Splunk> See your world. Maybe wish you hadn’t. 
2021-01-05 06:04:02.708470,0x525,444882,same silly value,48af56ee-60a1-4137-9876-28ee5c8ebbd2,Splunk> A petabyte of data is a terrible thing to waste.
2021-01-05 06:46:57.370396,0x7c85,674877,same silly value,37e3fb92-410c-446e-a747-92641272314d,Splunk> Run DMC and make it less tricky.
2021-01-05 09:38:19.400242,0xf38b,106331,same silly value,1c046735-f274-42c8-b1da-8ff6836c921d,Splunk> datamodels > dating models
2021-01-05 11:35:20.625351,0x4059,698489,same silly value,5234a450-b5b7-471d-af23-cdf5e6dce59a,Splunk> Now with more code! 
2021-01-05 12:46:03.169552,0xf463,553372,same silly value,fae7a524-e63e-4ef2-9771-33e07b7a1448,Splunk> Needle. Haystack. Found. 
2021-01-05 13:52:23.723409,0x51b1,79296,same silly value,6a220f22-0907-49c3-b698-e1a3ddc9d22e,Splunk> Its not a | line problem.
2021-01-05 14:17:14.202259,0xe649,749233,same silly value,7ed2e292-60c1-4102-b81c-36bd3f587471,splunk> Chasing tail since 2003 
2021-01-05 14:20:38.728388,0xbbbd,84036,same silly value,db9b23c8-5083-4126-8996-a6f84a6f92fa,Splunk> Take the sh out of IT
2021-01-05 17:06:16.328421,0xbe89,942630,same silly value,6b8a0056-08f5-40d4-9a62-115d89c2bc29,Splunk> The Notorious B.I.G. D.A.T.A. 
2021-01-05 17:55:56.776280,0x57d8,244747,same silly value,6c1d53a7-ec0f-44f6-8a95-206ff000f5c5,Splunk> Weapon of a Security Warrior.
2021-01-05 21:01:51.213343,0xf719,357408,same silly value,2991d006-ad22-4a0e-99f2-f07094bcd60d,Splunk> You bet your sweet SaaS
2021-01-05 21:03:59.011584,0xd38a,128792,same silly value,82ac4ed6-b1f2-4c16-b8f8-34f79946cd04,splunk> Show me your logs 
2021-01-06 02:29:47.696622,0xa2d6,877511,same silly value,2b2728a1-9f0c-4a98-a766-916ac7b4c86c,"Splunk> see the forest, and the trees "
2021-01-06 04:39:59.506438,0xbe18,675796,same silly value,ab46125b-bb53-4253-a638-8dc35f7590c2,Splunk> Let my people know.
2021-01-06 09:09:58.137331,0xb28e,674596,same silly value,eec6b59a-559e-4657-a218-5e400461d911,Splunk> Because you can't always blame Canada
2021-01-06 10:12:40.889454,0x678c,673978,same silly value,ce89d9ef-941e-46e9-b7f6-ba9ba72256e8,splunk ML> Solve problems you didn't know you were about to have 
2021-01-06 10:42:37.322255,0x4cc9,686493,same silly value,07ded2a9-6709-4339-be1a-dc703ecef183,"Splunk> see the forest, and the trees "
2021-01-06 12:23:47.181564,0xd66f,413418,same silly value,f22fe371-ad67-4ba5-8018-62da69247245,splunk> Chasing tail since 2003 
2021-01-06 20:52:52.445288,0x6211,785054,same silly value,0be159c1-6ee5-4b4c-b37d-a65dc8fc49a4,splunk> These are the droids you are looking for 
2021-01-06 23:02:48.533501,0xf1a4,155907,same silly value,ff57625e-4aa9-4a9c-baad-a46a0fc93883,Splunk> CSI: Logfiles. 
2021-01-06 23:21:40.160517,0xc297,304672,same silly value,6befaf19-6ed0-4484-ae46-a0d818141949,Splunk> You bet your sweet SaaS
2021-01-06 23:32:49.900384,0x86b0,541937,same silly value,bad45792-f6b6-4ac6-93a3-7ed99d2fba72,"Splunk> see the forest, and the trees "
2021-01-06 23:59:35.693376,0x1f72,154224,same silly value,14a3ee6e-1c20-4351-b63f-7d9f64518f06,Splunk> Ctrl + F1
2021-01-07 01:48:16.026627,0x2503,393899,same silly value,222cd72d-aa79-491e-8972-2a75b8ff4423,Splunk> 4TW 
2021-01-07 01:59:46.309596,0xee56,498385,same silly value,352aaa4e-5eaa-45aa-a630-adb699bde36a,"Splunk> More brain, less surgery"
2021-01-07 03:26:42.367488,0x6edc,59806,same silly value,890e3cfa-7dce-49c7-a0fd-c68c591d0fe0,Splunk> CSI: Logfiles. 
2021-01-07 03:30:42.852219,0x9ac5,630060,same silly value,c543b94f-d47e-4df2-bae3-cb25c34f2afb,"Splunk> Find your Achilles' heel, before a Trojan does."
2021-01-07 04:11:00.262425,0x8abd,446716,same silly value,0b201e25-2240-4b4e-aa62-dd31f56a8900,Splunk> Ctrl + F1
2021-01-07 06:42:07.229442,0xfb5d,353169,same silly value,75f7930b-78a8-452f-a00a-760dbb9c400e,splunk> Digs deeper than a jealous spouse. 
2021-01-07 09:11:52.204347,0x53aa,392811,same silly value,822e3c85-30c8-48b6-b216-54e6ffcceeed,Splunk> Map. Reduce. Recycle. 
2021-01-07 09:17:39.608327,0xd129,130926,same silly value,e21c7a52-e3fb-48de-b1de-aa04f28adf4e,Splunk> Log. I am your farther
